timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1495014834238843,34,116,-10,-37,8,-6,-15,-98
1495014834238843,-30,-91,21,82,-30,-16,-17,-15
1495014834239848,43,77,-32,-75,27,36,10,7
1495014834239848,-49,127,4,62,7,24,9,59
1495014834252036,-18,-97,4,-64,-23,-2,-3,-18
1495014834252036,63,93,2,53,-18,-48,-18,-33
1495014834260909,-18,-128,4,-31,4,5,4,41
1495014834260909,42,104,5,-86,4,8,22,4
1495014834275942,-5,60,2,35,-3,-15,-21,-19
1495014834275942,-8,70,-5,3,3,20,3,-32
1495014834276946,-11,-4,13,10,-7,-1,-16,40
1495014834276946,34,-107,37,10,-16,-12,-36,34
1495014834298179,-105,3,-4,-1,-12,-37,17,-81
1495014834298179,71,47,-1,-32,3,-17,12,3
1495014834300005,-30,17,-12,21,1,10,-4,2
1495014834300005,64,35,-15,-1,17,22,9,7
1495014834312036,67,127,-13,35,5,32,-4,127
1495014834312036,-40,-128,44,-41,-9,-22,-53,-70
1495014834321105,-54,-84,-14,-19,-13,-11,14,-5
1495014834321105,26,-44,-7,70,-25,-12,-1,41
1495014834336100,-23,-101,21,5,49,9,24,-29
1495014834336100,10,111,-24,57,-19,2,17,33
1495014834337111,6,68,14,-96,-11,-21,-33,-58
1495014834337111,4,2,-19,33,7,2,7,-5
1495014834358344,108,112,-27,21,-18,17,8,43
1495014834358344,-112,-128,13,2,34,29,-5,-14
1495014834360166,18,76,-10,44,-40,-23,-5,-64
1495014834360166,38,52,-15,-45,15,24,25,66
1495014834381222,-34,-41,10,-11,-12,-34,0,-10
1495014834381222,59,72,5,-14,0,-19,-48,11
1495014834382229,-40,-22,0,18,-6,-10,0,-80
1495014834382229,-41,29,-29,10,13,20,34,11
1495014834395298,52,-61,29,3,7,18,-16,6
1495014834395298,12,63,-8,-11,-42,-29,-6,35
1495014834397266,4,-80,5,-2,25,12,10,71
1495014834397266,-49,-65,13,-28,-3,-26,-14,-77
1495014834425515,-24,73,-15,-37,7,15,22,12
1495014834425515,11,-21,-15,10,27,36,24,21
1495014834427344,48,127,-19,-8,52,23,-11,18
1495014834427344,-65,-128,11,-13,-21,16,9,-50
1495014834440596,35,32,-28,13,-45,-11,-6,15
1495014834440596,14,13,4,5,27,13,9,15
1495014834442385,-20,51,-21,37,-7,5,-11,-47
1495014834442385,19,-14,12,7,7,-21,-18,30
1495014834455504,-28,-47,-4,-21,-6,-17,23,-44
1495014834455504,-5,-51,-8,-27,4,-5,-28,-60
1495014834461442,2,-18,3,17,-4,7,-23,57
1495014834461442,17,38,-13,21,12,25,60,-41
1495014834478701,-18,-16,38,-7,-22,-58,-60,-41
1495014834478701,-50,-15,-21,-7,6,-10,14,-33
1495014834479483,93,-87,29,3,-4,2,7,28
1495014834479483,-4,14,-1,-2,-8,-11,-28,16
1495014834500594,6,28,-7,37,5,20,23,7
1495014834500594,14,34,-11,-9,17,15,8,26
1495014834502553,21,0,17,27,2,23,11,-18
1495014834502553,-13,23,6,-29,-33,-13,-17,21
1495014834514764,5,-48,1,31,18,8,9,16
1495014834514764,-17,-5,1,10,-27,-19,-16,4
1495014834521806,-14,17,0,-26,-45,-15,2,-7
1495014834521806,18,-34,10,-4,56,8,-3,28
1495014834538651,-27,-52,-13,-5,-8,-22,-12,-53
1495014834538651,-12,-17,-7,2,6,15,-3,32
1495014834539644,-24,26,-4,0,-6,-5,37,14
1495014834539644,9,-11,12,-19,-20,-15,-31,-34
1495014834560755,24,67,-3,-11,11,3,-16,1
1495014834560755,31,0,1,-11,1,12,19,16
1495014834562704,-36,-51,-2,2,4,3,25,13
1495014834562704,-15,-17,-1,7,-11,-5,-8,7
1495014834575748,17,47,1,15,10,11,-3,17
1495014834575748,-8,-31,8,0,-6,5,30,24
1495014834581935,2,-48,13,-32,13,-1,-20,-26
1495014834581935,-13,51,6,21,-2,0,-6,-21
1495014834597945,-1,-28,1,-1,3,5,-1,15
1495014834597945,23,41,-29,-16,-7,-1,7,7
1495014834599805,8,49,-1,12,3,-8,1,16
1495014834599805,-11,-41,0,-32,41,12,-5,-5
1495014834628888,11,15,-4,-5,-1,-11,-5,-2
1495014834628888,-5,56,-2,-23,0,17,6,13
1495014834629885,-67,-114,-3,1,-21,-22,-17,-13
1495014834629885,4,127,-15,8,-12,-7,0,10
1495014834635098,30,4,1,-4,3,12,9,-45
1495014834635098,74,88,29,-9,10,-6,-15,29
1495014834642061,-55,-110,-5,-14,-24,-48,-52,-84
1495014834642061,-27,114,-7,9,-1,-5,-27,-3
1495014834658969,-26,55,0,-1,5,10,41,45
1495014834658969,17,-22,5,7,2,22,44,18
1495014834659965,27,22,3,2,4,21,20,28
1495014834659965,11,-21,-1,5,-14,-14,-13,1
1495014834681138,-11,-12,0,1,4,-1,-28,3
1495014834681138,-25,-72,-4,-17,-2,-5,-25,-32
1495014834682025,22,35,18,18,11,13,8,17
1495014834682025,-3,-47,-18,-5,-8,4,5,-11
1495014834695285,8,-3,6,5,-12,-6,0,9
1495014834695285,-19,-43,17,1,3,-9,-5,-22
1495014834703081,0,25,-2,-3,26,8,2,-1
1495014834703081,12,36,8,-26,-19,0,13,0
1495014834718120,-10,-67,-2,-23,-5,0,-8,4
1495014834718120,-15,-18,-3,4,-5,-4,-3,-6
1495014834720123,-2,32,-8,7,-6,1,7,5
1495014834720123,12,3,7,4,-9,-8,-12,-19
1495014834741190,69,123,7,-2,2,-4,19,36
1495014834741190,-103,-118,10,-13,-5,-9,-21,-53
1495014834742185,8,96,-14,1,-6,-13,-17,41
1495014834742185,-7,14,3,17,14,3,-17,-57
1495014834754398,-1,42,3,0,-7,13,74,-15
1495014834754398,43,44,-4,8,3,6,-10,28
1495014834763244,6,-35,-6,-2,-1,4,2,3
1495014834763244,-1,-27,0,9,-1,-5,-13,22
1495014834778513,-20,-33,-15,-7,-2,-11,-35,-5
1495014834778513,7,-11,4,3,2,-1,2,-11
1495014834779281,-7,-17,5,-2,-6,-1,-2,-10
1495014834779281,11,12,1,-11,-11,-8,2,8
1495014834801357,-16,-36,-2,8,2,-6,-12,-9
1495014834801357,-4,0,-6,-5,-20,-9,4,0
1495014834802351,14,25,-7,11,26,-5,-11,-15
1495014834802351,3,-14,2,-16,-19,7,21,16
1495014834814585,-15,-20,-7,-3,-1,-1,-14,-6
1495014834814585,3,5,-14,-3,8,1,-15,-3
1495014834823409,7,11,5,2,-13,5,20,-1
1495014834823409,-6,-14,-8,-6,1,2,12,6
1495014834838651,-3,2,-12,2,7,-4,-15,7
1495014834838651,17,29,-5,7,-3,0,-9,6
1495014834839442,-19,-47,4,-14,-15,-25,-29,-26
1495014834839442,-1,-22,-5,1,0,9,20,18
1495014834860505,-13,4,2,-1,-6,6,17,-28
1495014834860505,15,16,-4,13,16,10,9,18
1495014834862501,12,16,2,-5,-5,5,9,9
1495014834862501,2,2,-7,9,3,-6,-24,-2
1495014834874728,-7,-11,-2,-2,-4,-12,-15,-7
1495014834874728,0,4,2,-4,2,4,10,-10
1495014834883565,1,-11,8,3,1,7,-2,4
1495014834883565,7,-3,3,1,-1,-2,1,-6
1495014834897717,-7,-1,3,3,-1,-8,-2,3
1495014834897717,-6,-7,6,-13,1,-1,3,-3
1495014834905617,2,13,0,14,-7,-8,-4,1
1495014834905617,5,1,17,-21,-1,10,12,1
1495014834920859,-1,-7,-12,-3,3,5,-5,15
1495014834920859,-5,-14,11,9,0,-5,3,-4
1495014834922662,2,11,-4,-2,-10,2,2,-7
1495014834922662,-7,-6,-2,-1,-4,-4,-1,-1
1495014834934874,1,0,12,-10,16,1,-4,11
1495014834934874,-4,-3,-11,-1,-1,4,-7,-10
1495014834942716,0,-4,-11,-6,-3,-4,-1,-7
1495014834942716,-12,-6,-5,6,-8,-4,-14,-8
1495014834958767,4,-5,9,-10,-13,-12,18,27
1495014834958767,1,7,-6,-5,0,-4,3,-3
1495014834959763,-4,-4,5,-1,-3,2,1,0
1495014834959763,-2,2,5,1,-2,-8,-12,1
1495014834981016,-4,-7,-9,1,-3,-4,-17,-14
1495014834981016,-17,-2,5,-2,0,3,3,-12
1495014834981821,-19,11,16,-7,-7,-6,-13,4
1495014834981821,1,-2,-9,7,5,1,25,-12
1495014834993859,5,7,2,-3,-3,0,-5,20
1495014834993859,-2,2,8,2,0,-1,-7,-4
1495014835002874,-3,-7,-11,4,2,7,0,-5
1495014835002874,-2,-2,-2,0,-2,-3,0,-3
1495014835018099,-3,3,12,8,3,-3,5,0
1495014835018099,-2,-14,-6,-1,0,2,-12,-3
1495014835019921,6,-2,-14,-4,2,5,9,3
1495014835019921,-2,-3,3,10,-8,-4,11,7
1495014835040976,-1,-5,-9,-3,-1,-8,-4,-8
1495014835040976,-3,-6,14,-1,-2,-2,-8,-2
1495014835041979,10,6,21,6,7,9,3,-1
1495014835041979,4,-6,-32,-3,7,9,1,7
1495014835054015,-5,2,11,3,-7,-6,1,-3
1495014835054015,3,-3,-30,-1,0,-6,-18,-9
1495014835063035,-3,-4,9,2,-1,-1,31,15
1495014835063035,9,9,3,-7,0,-1,-10,5
1495014835078229,-3,-5,9,-8,-5,-3,4,-4
1495014835078229,8,-1,7,6,4,4,-16,6
1495014835080081,-5,-5,-11,-5,-1,-7,-3,-18
1495014835080081,-5,-1,12,0,-4,1,22,5
1495014835101150,1,4,-2,7,-5,-3,4,2
1495014835101150,-1,6,8,-11,-1,-2,4,2
1495014835102140,2,-3,0,2,-1,-3,-13,-2
1495014835102140,-7,-7,9,-4,0,5,6,-11
1495014835114373,1,3,-14,-2,-8,-8,-13,-1
1495014835114373,-1,-4,4,0,-1,3,20,1
1495014835123197,2,3,-6,-10,-2,-1,-9,-3
1495014835123197,-1,-2,-1,1,1,-8,-8,-1
1495014835138437,0,-6,1,3,3,5,6,1
1495014835138437,-3,-9,4,-2,-4,2,-7,-5
1495014835139240,7,6,-2,-3,-4,-3,2,3
1495014835139240,-4,-1,6,2,-2,-3,-11,-1
1495014835161304,-1,3,-6,-9,-5,-9,-8,-4
1495014835161304,0,2,-2,1,-10,-5,-1,0
1495014835162302,-4,-15,-6,14,18,6,2,-2
1495014835162302,-2,-5,-4,1,-5,-2,-2,-1
1495014835183415,-4,-9,-10,-7,-2,-5,2,0
1495014835183415,0,-3,-6,-2,0,-1,-16,-3
1495014835184359,2,0,-1,-3,-6,2,25,1
1495014835184359,1,7,1,-1,-1,-3,-12,-1
1495014835198577,-2,12,-4,-2,1,-4,-1,-1
1495014835198577,18,-16,2,18,12,18,14,46
1495014835199399,18,-6,-20,-28,-9,-12,-20,-30
1495014835199399,-3,-5,5,2,-1,-2,0,-3
1495014835220665,3,4,-9,13,-3,-4,-5,-2
1495014835220665,-22,5,-3,-32,8,5,9,-3
1495014835222468,1,1,-3,6,-1,0,-5,4
1495014835222468,6,1,2,-5,-5,0,7,10
1495014835243514,-11,-16,-18,9,-3,-4,-2,-6
1495014835243514,9,2,2,5,-4,-5,4,-9
1495014835244518,-3,-2,-7,-3,1,2,-5,6
1495014835244518,-4,1,2,-2,-2,-4,-7,-7
1495014835258557,-4,-7,-4,-9,-3,2,4,4
1495014835258557,-4,4,3,3,-2,-5,0,-8
1495014835259562,-5,0,-1,-7,-8,-9,-3,-2
1495014835259562,-4,-6,-5,4,3,11,-3,3
1495014835280654,4,3,-5,-9,-2,2,4,6
1495014835280654,-2,-3,1,4,-2,-4,-2,-9
1495014835282619,-6,-3,-7,-9,0,5,-1,1
1495014835282619,4,-5,-2,3,-2,-3,-9,-2
1495014835303685,1,-2,10,7,4,1,11,2
1495014835303685,-9,5,-8,-1,-5,-6,-1,-7
1495014835304692,-4,4,-1,6,6,2,1,6
1495014835304692,1,0,7,-9,-4,-1,1,-1
1495014835317771,-1,2,-2,-5,-2,-7,-24,-14
1495014835317771,-4,-11,6,-1,-7,-9,1,-6
1495014835324756,-3,-4,4,6,2,12,6,3
1495014835324756,2,3,2,-2,2,-1,-3,-2
1495014835341003,-2,2,-3,1,-2,-2,6,-2
1495014835341003,3,9,1,6,-4,-10,-15,-7
1495014835342781,-3,-7,-2,3,1,3,-1,1
1495014835342781,-3,-1,1,-17,-5,-2,1,-3
1495014835363034,-5,-3,2,-1,-3,-4,-5,-2
1495014835363034,-2,3,-5,-6,-4,1,2,-1
1495014835364840,2,6,5,4,-1,-3,4,2
1495014835364840,-8,0,2,1,-10,-10,-4,-4
1495014835378101,6,4,-2,-8,2,4,-4,5
1495014835378101,0,-2,20,7,3,6,15,-1
1495014835379880,-5,-7,-5,3,-2,-3,-10,-3
1495014835379880,3,6,-1,-6,-2,-6,-4,0
1495014835401160,-3,-2,2,-3,-2,-5,-1,-1
1495014835401160,-3,-2,2,1,1,-1,-5,-2
1495014835401937,2,3,3,0,-4,-4,-2,1
1495014835401937,-10,-7,11,-1,0,-2,4,-11
1495014835423237,0,0,-9,2,-1,1,-1,-3
1495014835423237,-1,-5,-3,-5,-1,4,2,3
1495014835424998,-2,2,9,8,6,6,-2,-2
1495014835424998,2,-2,-7,-10,-1,0,-4,1
1495014835438258,8,-5,7,-4,-4,-6,9,3
1495014835438258,0,-2,-7,6,-7,-8,1,0
1495014835440039,-2,1,-5,-22,-5,-1,-6,-2
1495014835440039,-5,11,19,13,-1,1,2,1
1495014835461330,4,-6,-16,-1,-2,-4,-14,-5
1495014835461330,-1,-1,-7,-16,-2,0,8,-1
1495014835463100,-7,-7,2,16,-5,1,10,0
1495014835463100,9,-4,-13,-14,5,2,-11,-2
1495014835483326,-5,4,1,-8,-4,-8,1,-1
1495014835483326,-3,7,-7,3,-3,-11,-14,-4
1495014835485158,4,0,0,4,6,11,5,1
1495014835485158,0,3,2,-5,-7,-5,4,0
1495014835497331,-6,1,2,-3,-1,-1,6,1
1495014835497331,-3,2,6,1,4,1,-2,-4
1495014835504214,4,3,-3,-6,-3,-7,-9,0
1495014835504214,-2,7,2,3,-3,-9,1,-1
1495014835521261,-3,-9,-1,4,7,3,4,3
1495014835521261,1,-5,-10,0,1,4,-8,2
1495014835522259,-2,0,-1,-4,-5,-4,7,-5
1495014835522259,6,-5,3,0,-3,1,4,6
1495014835543319,-4,27,-3,1,1,1,0,4
1495014835543319,-6,-27,5,-2,-1,-1,-4,-5
1495014835544315,-7,-21,-17,2,0,-4,-10,-3
1495014835544315,-10,-7,0,4,3,1,3,-3
1495014835557547,0,-8,-10,0,-2,-3,2,-2
1495014835557547,5,15,4,-4,2,2,-2,1
1495014835564558,3,6,-2,1,5,1,7,0
1495014835564558,1,-8,-7,0,-3,-5,-12,-3
1495014835581415,9,10,-12,-4,-4,-11,-6,2
1495014835581415,-6,1,-3,8,2,7,13,0
1495014835582420,-3,-5,-13,-3,-2,0,-4,-2
1495014835582420,-1,8,2,-2,1,-1,-1,-3
1495014835603496,-4,0,-3,4,1,-2,3,6
1495014835603496,-1,-2,-4,-8,-4,-4,-12,-6
1495014835609493,0,0,-3,0,-2,-3,-4,-3
1495014835609493,-1,-2,-3,1,-4,-6,-2,1
1495014835617694,-2,-11,0,-11,0,2,0,-4
1495014835617694,0,-3,-2,7,4,5,5,-1
1495014835624740,-5,6,-8,2,-2,-1,-6,-1
1495014835624740,-3,-11,2,-4,-1,3,4,0
1495014835640753,-1,-5,-6,3,-1,-1,-6,-5
1495014835640753,2,4,-3,-7,-6,-6,5,-1
1495014835642578,2,-1,2,12,6,10,-6,5
1495014835642578,0,-1,-8,-2,-5,-3,3,0
1495014835663658,-3,-4,2,1,3,-1,-1,-3
1495014835663658,-2,1,-1,4,-3,-4,-7,-2
1495014835664646,-3,-1,-4,-5,-4,-8,-5,-4
1495014835664646,1,-4,7,1,-1,-2,5,0
1495014835678672,-1,-2,1,-4,4,1,-10,-4
1495014835678672,-3,-3,0,4,-10,-15,-8,-3
1495014835685692,-1,-11,-2,8,10,16,9,0
1495014835685692,1,-3,-12,-8,-3,2,-10,3
1495014835700963,-2,-2,1,5,-3,0,25,1
1495014835700963,3,4,7,-5,-3,-1,-6,-2
1495014835702738,1,0,-1,-10,-4,-6,-9,-2
1495014835702738,-1,2,1,0,-1,-4,0,-4
1495014835723805,-2,-6,-4,6,3,-2,-6,0
1495014835723805,-1,-5,-5,-6,5,2,0,0
1495014835724799,2,6,-3,-11,1,4,3,-1
1495014835724799,-1,0,-1,-1,-6,-6,-3,-3
1495014835738049,-3,7,6,1,-5,-4,2,-2
1495014835738049,1,-9,0,6,6,8,4,-1
1495014835744849,0,4,-3,4,-3,-1,-10,-2
1495014835744849,-3,2,1,-2,-5,1,8,1
1495014835760902,-2,-1,4,-6,0,-1,-2,-2
1495014835760902,1,2,1,6,1,1,1,3
1495014835762896,-3,-12,-9,13,3,1,-3,1
1495014835762896,1,-9,4,-18,-2,0,4,-3
1495014835783009,-7,-3,-13,4,-4,-1,-7,-6
1495014835783009,5,-7,2,-4,-2,1,0,8
1495014835784959,-3,6,0,-6,-2,-6,0,-5
1495014835784959,-2,3,8,1,-4,-8,-3,0
1495014835798027,-3,-14,-10,-4,-1,0,-5,2
1495014835798027,0,2,7,-2,6,5,9,-4
1495014835804117,2,4,-1,-4,-2,2,-9,-6
1495014835804117,-18,-3,-2,0,-2,-4,2,4
1495014835821052,1,3,-4,-3,1,-3,-2,3
1495014835821052,-4,-2,-7,6,-2,-5,-8,-1
1495014835822056,1,-7,7,-4,-4,-2,3,0
1495014835822056,-2,0,-3,4,3,0,0,-2
1495014835843116,-1,-5,-4,4,1,5,1,-1
1495014835843116,2,2,-4,-4,-6,-1,-4,-3
1495014835845115,-6,0,-3,5,2,3,0,-1
1495014835845115,-1,-4,10,3,-3,-3,-4,-1
1495014835857377,1,-3,-5,-15,-2,-5,1,-1
1495014835857377,-3,-10,0,-5,-8,-6,1,-1
1495014835866173,-3,-7,-7,2,0,-1,-8,-3
1495014835866173,3,2,1,-8,-1,-3,5,1
1495014835881229,-2,-4,-7,7,-2,-3,2,-2
1495014835881229,-8,-4,-3,-9,2,-6,-6,-3
1495014835882216,3,6,7,-1,1,2,6,-4
1495014835882216,3,-2,3,2,-1,2,-8,5
1495014835903393,-5,-2,1,1,-1,-1,-2,-11
1495014835903393,0,3,0,-5,0,1,-1,0
1495014835905277,1,0,-4,5,0,2,-1,1
1495014835905277,14,0,2,-6,-4,-5,-1,-5
1495014835917531,0,3,-4,-2,-2,-2,7,3
1495014835917531,-2,6,-2,2,-1,0,-4,-3
1495014835925330,2,4,-2,0,-6,-4,-4,-2
1495014835925330,-1,-1,1,-6,4,4,2,2
1495014835940587,-3,4,-1,3,2,-3,-4,-1
1495014835940587,-2,-8,0,3,-2,-1,2,-3
1495014835942376,-1,2,-13,-14,-1,3,2,2
1495014835942376,-3,4,6,1,-5,-6,1,-2
1495014835963611,-3,-7,-10,5,2,1,-2,-1
1495014835963611,-6,6,-4,-9,-6,-5,-4,-2
1495014835964436,12,-5,-2,1,1,1,-1,-6
1495014835964436,-1,2,1,-1,-4,-4,0,-2
1495014835976469,3,4,-2,9,-2,-1,3,0
1495014835976469,3,2,2,-16,2,5,0,2
1495014835985562,-2,-5,-9,7,6,4,-1,-1
1495014835985562,-4,19,3,-3,-5,-5,3,-1
1495014836008563,-4,-24,-1,0,1,2,2,1
1495014836008563,0,2,-9,0,0,-1,2,-1
1495014836014778,-2,12,3,-3,-3,-5,-2,3
1495014836014778,-1,-1,-1,0,3,2,-1,-8
1495014836023748,-3,9,-4,-1,1,4,0,11
1495014836023748,-2,-5,2,6,2,1,-3,-2
1495014836024595,11,-6,-1,-1,0,-1,2,2
1495014836024595,-47,-6,-1,-1,-8,-4,4,1
1495014836036872,1,5,0,-1,2,-3,-4,-5
1495014836036872,-2,-6,-1,-8,-1,-2,-3,-6
1495014836045659,-2,3,0,2,-3,1,-6,3
1495014836045659,8,-2,-1,4,-1,-5,3,-1
1495014836060904,3,-4,-2,-13,0,4,-1,-2
1495014836060904,-4,-4,-9,7,-2,0,-1,0
1495014836062695,-9,-6,0,-5,1,-1,2,-6
1495014836062695,8,-6,4,-3,-3,-3,-16,-1
1495014836083751,-3,4,-3,4,1,-1,2,-3
1495014836083751,5,-1,0,-2,-3,-6,3,1
1495014836084756,-6,-8,-3,-4,-4,1,-5,-5
1495014836084756,6,-1,2,-6,-4,-7,-5,0
1495014836096979,2,5,0,2,3,0,-2,1
1495014836096979,4,0,5,5,1,2,-1,1
1495014836105819,-7,-3,-3,-3,-4,-2,-4,-1
1495014836105819,3,-3,4,0,0,-1,2,1
1495014836121062,-5,4,-10,1,0,-6,-5,-6
1495014836121062,-3,-4,0,-12,-4,-4,2,0
1495014836122856,-3,-9,-4,1,4,5,-2,-2
1495014836122856,4,2,-1,3,-1,2,2,-1
1495014836142916,-19,0,2,-3,-6,-2,3,5
1495014836142916,6,-4,-6,-9,-8,-8,-8,-15
1495014836144922,-1,5,1,1,1,1,-2,-1
1495014836144922,3,-4,1,-2,-3,-4,-6,-1
1495014836157137,-1,-1,-8,-6,1,4,10,-1
1495014836157137,-4,5,7,7,1,0,-3,5
1495014836166011,-5,5,1,1,-4,-2,3,0
1495014836166011,-1,-6,1,6,6,2,3,2
1495014836181056,6,1,3,-1,-3,-3,-10,0
1495014836181056,2,3,-2,0,-2,1,-1,-1
1495014836182015,4,9,2,-2,-3,2,0,0
1495014836182015,3,7,3,-7,-7,-8,1,-5
1495014836203248,3,-9,-2,2,2,1,-4,-4
1495014836203248,0,-2,1,-3,-2,-4,3,1
1495014836205075,-7,-6,1,11,3,0,-4,-4
1495014836205075,1,1,3,-29,-5,1,7,3
1495014836217340,4,0,1,6,1,-5,-6,-2
1495014836217340,-2,1,-6,-10,-4,3,8,2
1495014836226132,-2,4,0,6,-3,-5,-25,-4
1495014836226132,-1,-8,0,-10,2,-1,14,-1
1495014836241265,-4,-1,-1,3,-4,-3,-11,-3
1495014836241265,-7,-12,10,2,2,3,4,16
1495014836242175,22,-12,-5,-7,0,4,2,-20
1495014836242175,19,6,-2,-5,-6,-2,7,3
1495014836263412,-4,-1,-6,2,5,3,-3,-3
1495014836263412,2,11,2,10,1,-1,-5,0
1495014836265234,-7,0,9,-7,-2,-2,-2,1
1495014836265234,1,-8,-1,3,-2,-6,-4,0
1495014836285293,4,-3,-7,-1,-2,0,3,-2
1495014836285293,-4,3,-2,1,-4,-2,-5,-5
1495014836286296,4,0,-2,-11,-1,1,7,3
1495014836286296,-9,1,-2,-2,-7,-7,-1,-3
1495014836300503,1,-5,2,0,-3,1,0,4
1495014836300503,-2,2,5,2,1,4,-1,-3
1495014836300503,-6,-2,0,0,4,-2,-4,-1
1495014836300503,-3,2,4,12,5,-1,-2,3
1495014836322572,-5,-3,0,-16,-1,0,0,-2
1495014836322572,0,-4,-15,0,-5,-2,-3,-2
1495014836323398,-2,5,9,1,-2,2,2,1
1495014836323398,-4,0,3,7,1,-3,-3,-1
1495014836345448,5,7,-8,-1,-1,-4,-2,-4
1495014836345448,1,-9,1,2,5,1,-2,-4
1495014836345448,-7,-12,0,-4,-4,4,1,5
1495014836345448,-4,1,-2,-2,-6,-6,-2,-5
1495014836359506,5,9,8,3,2,0,-2,3
1495014836359506,-3,3,0,-3,-2,-6,-2,-2
1495014836360494,-2,-2,-1,1,2,-2,-5,-1
1495014836360494,-24,1,-3,-3,-3,-1,3,3
1495014836382603,55,-14,2,1,-2,-3,-9,1
1495014836382603,-45,4,1,-5,-2,-2,5,-2
1495014836383549,7,0,3,-1,-1,-3,-3,1
1495014836383549,1,4,0,-1,-1,1,0,0
1495014836405608,-18,-5,0,-1,0,5,4,1
1495014836405608,6,4,-2,3,-1,-2,-6,-6
1495014836405608,0,-14,-5,-4,-1,0,-4,-1
1495014836405608,-3,23,-2,-1,0,-1,2,5
1495014836419865,-19,-28,2,6,-1,-4,-2,-9
1495014836419865,4,-25,7,-8,2,2,-1,-3
1495014836420648,-14,20,-5,-3,-3,-3,1,-4
1495014836420648,15,0,1,0,-8,-13,-4,-1
1495014836442707,0,14,3,-20,6,4,3,2
1495014836442707,5,8,-1,9,-3,-5,-2,1
1495014836443709,-2,-8,4,-4,-2,2,-3,-1
1495014836443709,-1,-9,2,5,0,1,2,2
1495014836464960,-7,3,-1,1,-5,-1,0,-2
1495014836464960,3,8,4,-6,-6,-7,-3,-1
1495014836465783,3,-4,4,0,1,0,-1,-1
1495014836465783,2,7,2,-3,-3,-3,-1,-1
1495014836479878,-12,-17,2,1,-3,-2,0,-2
1495014836479878,5,-1,-9,-6,-2,4,-2,2
1495014836487826,4,10,3,4,-2,-3,0,2
1495014836487826,-9,-14,-2,-3,-2,-2,-1,-2
1495014836503054,-5,6,-3,3,-2,-4,-2,-1
1495014836503054,1,14,-4,3,4,1,-2,-1
1495014836503873,-3,-16,2,5,0,4,-2,-1
1495014836503873,-4,-8,3,-11,-4,-7,0,-2
1495014836524936,-1,1,-7,4,1,0,-3,-2
1495014836524936,4,-2,2,-2,0,0,-2,-1
1495014836525941,-6,7,-3,1,3,3,2,0
1495014836525941,29,-16,4,0,-6,-7,-6,-8
1495014836540180,4,13,2,-1,-2,-1,2,-4
1495014836540180,2,-10,-4,2,-1,2,0,0
1495014836540975,-3,2,1,-3,6,2,-1,-3
1495014836540975,-8,-3,2,-3,-1,-4,-1,3
1495014836563026,-4,11,-5,-2,0,-2,-1,2
1495014836563026,-1,-4,-2,0,-3,-2,1,-8
1495014836563026,5,-13,1,5,7,6,4,2
1495014836563026,-3,-9,-3,2,-1,4,2,3
1495014836585277,-2,3,0,5,-4,-3,-3,-4
1495014836585277,-4,1,-2,-5,13,3,0,2
1495014836586114,-3,12,1,-12,-2,-1,-3,-2
1495014836586114,-7,-11,2,5,1,-4,-1,-2
1495014836600176,-6,-11,-3,-23,-7,-2,-3,1
1495014836600176,-4,1,-1,4,-6,-7,-3,-3
1495014836601128,0,-7,-1,-12,0,-3,-2,-4
1495014836601128,0,15,0,-6,-3,-6,2,0
1495014836622395,2,-4,1,3,0,-1,-3,1
1495014836622395,1,-3,1,5,-1,3,-2,-1
1495014836623187,0,7,-5,-8,-7,-4,-1,-3
1495014836623187,-3,-7,-2,0,-2,-2,0,0
1495014836645430,-3,1,-4,1,-3,-5,-4,-5
1495014836645430,0,0,7,-1,2,3,6,2
1495014836646255,-2,-6,9,5,-3,-5,-2,-2
1495014836646255,-5,-4,-8,-8,-3,-3,0,0
1495014836660284,-2,-5,2,7,2,4,0,-2
1495014836660284,4,6,-1,0,-3,-3,-6,-1
1495014836660284,0,2,0,-2,-5,0,-3,-1
1495014836660284,-2,1,1,-2,-4,-6,-1,0
1495014836682497,-1,6,-2,-3,2,-5,-3,0
1495014836682497,-3,-14,-7,6,4,4,4,1
1495014836683356,-1,-4,-3,-1,-4,0,-2,0
1495014836683356,-3,5,-6,-5,-2,-4,-2,-3
1495014836705454,1,0,-2,4,2,6,1,0
1495014836705454,-2,-3,4,-2,-7,-8,-4,-2
1495014836705454,-1,3,2,3,-5,-4,-2,-2
1495014836705454,18,5,-2,-3,-2,-2,0,1
1495014836720529,-7,-1,-11,5,7,0,5,1
1495014836720529,-13,-21,4,-13,-1,0,-3,-4
1495014836720529,-2,-17,-4,17,-1,-2,-2,-2
1495014836720529,-2,21,-5,-4,-4,-2,-1,0
1495014836742513,8,5,12,1,-4,0,-1,1
1495014836742513,4,14,-6,-2,-2,-2,-1,-2
1495014836743506,-1,1,2,2,2,5,2,1
1495014836743506,-3,-4,0,-6,-1,-3,0,0
1495014836764815,-1,-2,1,3,0,-2,0,-3
1495014836764815,-3,1,-3,-4,0,-1,-3,3
1495014836765565,-4,4,5,-10,-9,-9,-6,-11
1495014836765565,-19,-11,-7,3,1,0,-1,8
1495014836779834,39,-1,4,-6,-2,0,4,-13
1495014836779834,-40,0,-8,-3,-4,-1,-6,-4
1495014836780606,1,-2,-5,-8,-1,3,4,5
